contract_number,contract_name,project_number,project_name,buyer,buyer_address,buyer_contact,supplier,supplier_address,supplier_contact,main_target_name,specs,main_target_quantity,main_target_unit_price,contract_amount,performance_info,procurement_method,contract_sign_date,contract_announce_date,other_supplements,administrative_region,industry,agency,file_name,source
,大石桥市中医院办公用品及设备维护服务结果公告,,大石桥市中医院办公用品及设备维护服务,大石桥市中医院,,0417-5987015,大石桥市德通办公用品商店,辽宁省营口市大石桥市辽宁省营口大石桥市石桥管理区军民街八一里,杨明月,服务,详见招标文件,1,详见合同,98.5（%）,详见合同,公开招标,2025年12月29日 16:31,2025年12月29日 16:31,代理机构联系方式: 0417-2819001,辽宁省,医疗健康,,zhongbiao_1767008568_7.txt,zhongbiao
,沈阳市康家山监狱食堂食材配送服务项目结果公告,,沈阳市康家山监狱食堂食材配送服务项目,沈阳市康家山监狱食堂食材配送服务项目,,024-32629930,厨管家(辽宁)食材供应链管理有限公司,辽宁省沈阳市于洪区太湖街15-2号,王君君、李彤、何超、徐肖均,服务,完全响应招标文件要求,1,详见合同,87（%）,完全响应招标文件要求,公开招标,2025年12月29日 16:30,2025年12月29日 16:30,代理机构联系方式: 024-22894260,辽宁省,服务业,沈阳市康家山监狱食堂食材配送服务项目,zhongbiao_1767008588_8.txt,zhongbiao
,营口市北部城区路灯合同能源管理项目结果公告,,营口市北部城区路灯合同能源管理项目,营口市公共设施维护集团（营口市公共设施维护中心）,,0417-2876513,北京新时空科技股份有限公司,北京市市辖区怀柔区北京市怀柔区融城北路10号院1号楼2层224,王冠,其他,满足招标文件中采购人要求的服务范围。,1,详见合同,89.2（%）,（1）施工期：指中标人与采购人签订合同至节能改造完成并竣工验收合格止，期限为6个月（包含改造方案设计和整体改造通过竣工验收）。 （2）项目节能服务期：指节能改造完成并竣工验收合格开始为期10年的节能服务合作期。 （3）运维（含维保服务）期限为10年，自进入节能服务期之日起到期满止。（合同期内负责该项目节能改造的全部设备设施的运维10年，设备设施质保10年） （4）项目合同期：指中标人与采购人签订合同至项目节能服务合同期结束。,公开招标,2025年12月29日 16:30,2025年12月29日 16:30,代理机构联系方式: 0417-2801318转66,北京市,能源电力,,zhongbiao_1767008590_9.txt,zhongbiao
NNZC2025-G3-240232-MSXG,马山县妇幼保健院物业服务采购项目中标公告,NNZC2025-G3-240232-MSXG,马山县妇幼保健院物业服务采购项目,马山县妇幼保健院,,0771-6820785,,1,韦 工,服务,服务要求,1,详见合同,293.760000,服务标准,公开招标,2025年12月29日 16:30,2025年12月29日 16:30,代理机构联系方式: 0771-6880521,广西壮族自治区,服务业,,zhongbiao_1767008593_10.txt,zhongbiao
,铁岭县乡镇民政服务站购买服务项目结果公告,,铁岭县乡镇民政服务站购买服务项目,铁岭县民政局,,18141018015,铁岭县鑫旺社会工作服务中心,辽宁省铁岭市铁岭县铁岭县大甸子镇大甸子村,刘晶晶,服务,为铁岭县域内的低保对象、特困人员、低保边缘家庭成员、刚性支出困难家庭成员、临时救助对象、经济困难的高龄老年人、经济困难的失能老年人、一般高龄老年人、特殊困难老年人、一般老年人、孤儿、艾滋病病毒感染儿童、事实无人抚养儿童、留守儿童、流动儿童、困难残疾人、重度残疾人、60年代精简退职职工、其他困难群体等民政服务对象，提供民政服务站对应服务。 1、基础服务：为铁岭县域内民政服务对象提供来访接待服务，宣传、解答各项救助政策、补贴政策、津贴政策及免费服务政策和相应政策的申请条件、保障标准、需提交的申请材料、办理流程和要求等。对在保服务对象进行全面排查，分类建立人员台帐，对台帐进行动态管理，定期更新。对主动发现的服务对象或新申请的服务对象开展入户调查核实，建立人员台帐，符合条件的及时纳入保障范围。将服务对象信息录入省、国家相应系统或平台。协助乡街和区民政部门审核各项救助、补贴、津贴、服务申请。定期复核服务对象资金发放情况。整理服务对象档案，加强档案日常管理。 2、延伸服务：为上述民政服务对象提供探访巡视、临时监护、情感支持、就医陪护等至少一项延伸服务。 3、链接服务：为上述民政服务对象提供物质帮扶、就业援助、心理辅导、家庭关系调适、家居环境改造、权益保障、看护照料、康复训练、安全预防、危机干预、精神障碍社区康复、老年临终关怀、孤独症儿童服务、老龄和养老服务等至少一项链接服务。具体内容服务内容详见开展民政服务站基础服务事项指导清单（附件1）、延伸服务事项指导清单（附件2）、链接服务事项指导清单（附件3）开展服务。 五、服务标准 1、配备人员。总人数56人，14个乡镇、城区管委会的民政服务站每站配备人员不少于2人。要求人员具有一定民政工作基础及相应岗位工作经验，身体健康能够胜任岗位要求，热爱民政事业，工作认真负责，遵纪守法。 2、职责分工。乙方应向有关部门和社会公众公开基本情况、专业资质、年度财务报告、社会服务项目经验等相关信息；按照服务合同设立服务站点，与驻站工作人员签订购买服务合同。依法进行财务管理和会计核算，定期向民政局报告项目实施情况，并接受民政、财政、审计等部门的监督检查。 3、签订劳务合同。乙方应与项目专职工作人员建立劳动关系，订立和履行劳动合同，支付服务费、交纳相关的社会保险等费用。 4、人员缺额补充。在合同履行过程中，如出现工作人员缺额，由乙方负责招聘录用工作，乙方,1,详见合同,"2,585,000（元）",合同签订后一年。如服务内容无重大变化、供应商服务好，经双方协商可续签合同，每次一年，最多续签两次。评估不合格的不予续签，按照政府采购程序重新确定承接机构。因政策调整等不可抗力因素，可变更或解除合同,公开招标,2025年12月29日 16:30,2025年12月29日 16:30,代理机构联系方式: 024-76218388,辽宁省,服务业,,zhongbiao_1767008594_11.txt,zhongbiao
1411212025BCS00190,文水县子夏公园项目结果公告,1411212025BCS00190,文水县子夏公园项目,文水县市政工程建设服务中心,,0358-3022348,,,孟先生,其他,详见招标文件,1,详见合同,237.300000,详见合同,公开招标,2025年12月29日 16:30,2025年12月29日 16:30,代理机构联系方式: 13393587884,山西省,其他,,zhongbiao_1767008597_12.txt,zhongbiao
,2025年省政府周边及主要街路亮化设施维护结果公告,,2025年省政府周边及主要街路亮化设施维护,2025年省政府周边及主要街路亮化设施维护001包,,024-86847725,沈阳东正市政工程有限公司,市辖区沈阳市和平区十四纬路3号,孔祥楠、黄子耘、孙天琦,其他,2025年省政府周边及主要街路亮化设施维护，详见工程量清单全部内容,1,详见合同,"5,977,828.96（元）",服务期限为合同签订后一年（具体以双方签订合同为准）,公开招标,2025年12月29日 16:30,2025年12月29日 16:30,代理机构联系方式: 024-31932999,河南省,其他,2025年省政府周边及主要街路亮化设施维护001包,zhongbiao_1767008604_13.txt,zhongbiao
汴财招标采购-2025-86,开封市生态环境局大气污染防治奖补设备采购项目-中标公告,汴财招标采购-2025-86,开封市生态环境局大气污染防治奖补设备采购项目,开封市生态环境局,河南省开封市龙亭区八大街与安康路交叉口向北150米路东市直机关综合办公楼,0371-23151106,地 址,,张老师,设备,详见招标文件,1,详见合同,289.700000,详见合同,公开招标,2025年12月29日 16:30,2025年12月29日 16:30,开封市第四大街郑开印象城 代理机构联系方式: 0371-22671688,河南省,环境保护,河南正驰工程管理有限公司,zhongbiao_1767008606_14.txt,zhongbiao
N5104012025000230,攀枝花市应急管理局攀枝花市区域应急救援能力提升项目（第三期）中标（成交）结果公告,N5104012025000230,攀枝花市区域应急救援能力提升项目（第三期）,攀枝花市应急管理局,攀枝花市东区竹雅巷2号,0812-3358331,,,邵先生,品牌,详见招标文件,1,详见合同,890.600000,详见合同,公开招标,2025年12月29日 16:30,2025年12月29日 16:30,成都市武侯区金凤街247号海德空间501号 代理机构联系方式: 028-84722110,四川省,其他,四川都林工程咨询有限公司,zhongbiao_1767008609_15.txt,zhongbiao
0773-2541GNGZHWGK74,贵州大学酿酒与食品工程学院食品科学与技术创新分析鉴定平台建设项目中标(成交)结果公告,0773-2541GNGZHWGK74,贵州大学酿酒与食品工程学院食品科学与技术创新分析鉴定平台建设项目,贵州大学,,0851-88292930,,1,马强、陈娅,工程,详见招标文件,1,详见合同,0.000000,详见合同,公开招标,2025年12月29日 16:29,2025年12月29日 16:29,代理机构联系方式: 0851-85259777,贵州省,建筑工程,,zhongbiao_1767008612_16.txt,zhongbiao
440001-2025-46176,鹤山市人民检察院办案用房电梯采购及安装项目结果公告,440001-2025-46176,鹤山市人民检察院办案用房电梯采购及安装项目,鹤山市人民检察院,,07508872010,,,陆毅超,品牌,详见招标文件,1,详见合同,44.136000,详见合同,公开招标,2025年12月29日 16:29,2025年12月29日 16:29,代理机构联系方式: 0750-8202663,广东省,其他,,zhongbiao_1767008617_17.txt,zhongbiao
310115145251111151214-15288906,顶科社区综合管理辅助力量项目的中标（成交）结果公告,310115145251111151214-15288906,顶科社区综合管理辅助力量项目,上海市浦东新区南汇新城镇人民政府,,021-68287089,,,周帆,其他,服务要求,1,详见合同,0.000000,服务标准,公开招标,2025年12月29日 16:29,2025年12月29日 16:29,代理机构联系方式: 13636313080,上海市,其他,,zhongbiao_1767008618_18.txt,zhongbiao
310115142251011141028-15289989,2026-2028年书院镇镇管河道综合管理养护项目的中标（成交）结果公告,310115142251011141028-15289989,2026-2028年书院镇镇管河道综合管理养护项目,上海市浦东新区书院镇人民政府,,021-58196321,,,闵洁,其他,服务要求,1,详见合同,0.000000,服务标准,公开招标,2025年12月29日 16:29,2025年12月29日 16:29,代理机构联系方式: 18121216797,上海市,其他,,zhongbiao_1767008622_19.txt,zhongbiao
,竹山县溢水镇人民政府本级竹山县溢水镇何家湾移民安置点沿河道路建设项目中标(成交)结果公告,,竹山县溢水镇人民政府本级竹山县溢水镇何家湾移民安置点沿河道路建设项目中标(成交)结果公告,竹山县溢水镇人民政府本级,,13636159119,湖北厚亨建筑工程有限公司,湖北省十堰市竹山县城关镇人民路12号宏发小区13号楼201,万悦项目管理有限责任公司,其他,详见招标文件,1,详见合同,346.585538,详见合同,公开招标,2025年12月29日 16:29,2025年12月29日 16:29,代理机构联系方式: 0719-4222898,陕西省,建筑工程,,zhongbiao_1767008632_1.txt,zhongbiao
,襄阳市高新区土地征收成片开发方案调整方案工作中标成交公告,,襄阳市高新区土地征收成片开发方案调整方案工作中标成交公告,襄阳市高新技术产业开发区自然资源和规划服务中心,,13972096361,武汉新途规划勘测有限公司,洪山区狮子山街特一号华中农业大学天惠楼一层A101号,周飞,其他,详见竞争性磋商文件,1,详见合同,39.150000,合同签订后 20日历天内完成,公开招标,2025年12月29日 16:29,2025年12月29日 16:29,代理机构联系方式: 19972994949,湖北省,其他,,zhongbiao_1767008634_2.txt,zhongbiao
CXZC2025-G3-00843-YNCY-0020,牟定县2025年生产障碍耕地治理项目公开招标中标结果公告,CXZC2025-G3-00843-YNCY-0020,牟定县2025年生产障碍耕地治理项目,牟定县农业农村局,牟定县共和镇白塔路110号,13638744827,云南正升环保科技有限公司,中国(云南)自由贸易试验区昆明片区官渡区拓东路岔街13号集丰写字楼A-501,陈宗友,其他,全县生产障碍耕地7037.56亩，其中:安全利用类耕地6539.01亩，严格管控类耕地498.55 亩。,1,详见合同,155.500000,2026年12月30日前实施完毕。,公开招标,2025年12月29日 16:28,2025年12月29日 16:28,牟定县共和镇万寿路285号 代理机构联系方式: 13887884040,云南省,其他,,zhongbiao_1767008637_3.txt,zhongbiao
YNZC2025-G1-07797-ZJGC-0089,西南林业大学“121”工程专项材料与化学工程学院设备采购中标公告,YNZC2025-G1-07797-ZJGC-0089,西南林业大学“121”工程专项材料与化学工程学院设备采购,西南林业大学,云南省昆明市盘龙区白龙寺300号,0871-63863609,云南乐鹏科技有限公司,云南省昆明市盘龙区北京路同德广场A7地块办公楼29层2926号,王艺?、代兴瑞、朱怡瑾、李毅宏、杨志超,设备,详见招标文件,1,详见合同,638.000000,详见合同,公开招标,2025年12月29日 16:28,2025年12月29日 16:28,云南省昆明市五华区（高新区）海源中路1088号和成国际B座2楼206号 代理机构联系方式: 15752997312、17687145468,云南省,建筑工程,,zhongbiao_1767008640_4.txt,zhongbiao
330000253030170000833-ZZCG2025Y-CS-120,浙江省政府采购中心关于中国美术学院2026年物业托管服务项目中标(成交)结果公告,330000253030170000833-ZZCG2025Y-CS-120,中国美术学院2026年物业托管服务项目,中国美术学院,,0571-87164774,,1,林老师,服务,服务要求,1,详见合同,4743.572200,服务标准,公开招标,2025年12月29日 16:28,2025年12月29日 16:28,代理机构联系方式: 0571-88907707,浙江省,服务业,,zhongbiao_1767008642_5.txt,zhongbiao
