商品名称,关键词,价格,供应商,地址,来源,采集时间
实验室家具实验台生产厂家 耐酸碱承重强 科研试验用 可定制 天天z7,实验台,300.00元/米,湖北省天天实验室设备有限公司,,百度爱采购,2026-01-17 16:42:01
实验室PP实验台化学试验台工作台全钢厂家定制,实验台,800.00元/米,山东鑫盛实验室设备科技有限公司,,百度爱采购,2026-01-17 16:42:01
专业定做实验室化验室实验台操作台实验桌供货商,实验台,950.00元/延米,苏州明熙实验设备有限公司,,百度爱采购,2026-01-17 16:42:02
百博 全钢实验台 大学石油化工食品生物实验室 设计施工一站式,实验台,200.00元/米,菏泽百博实验室设备有限公司,,百度爱采购,2026-01-17 16:42:02
工厂定制 钢木试验台中央实验台 高质量 价优 按需供应,实验台,500.00元/台,石家庄晟宜科技有限公司,,百度爱采购,2026-01-17 16:42:02
全钢实验台 生产厂家 规格款式齐全 医护实验通用 盛泰瑞,实验台,950.00元/米,天津盛泰瑞科技有限公司,,百度爱采购,2026-01-17 16:42:03
东方远诚 实验台 实验室用 全钢材质 多款实验桌 可按需定制,实验台,500.00元/米,河北远诚家具有限公司,,百度爱采购,2026-01-17 16:42:04
瑞博钢木实验台化学试验台工作台中央边台操作台,实验台,800.00元/米,浙江瑞博实验设备有限公司,,百度爱采购,2026-01-17 16:42:04
钢木实验台 试验台操作台 耐腐蚀酸碱 实芯理化板 免费设计 源头厂家,实验台,440.00元/米,苏州如卡本环保科技有限公司,,百度爱采购,2026-01-17 16:42:05
双彬实验台全钢试验边台实验中央台操作台室,实验台,530.00元/张,浙江双彬自动化科技有限公司,,百度爱采购,2026-01-17 16:42:05
实验台定制 康大试验台 医院专用 来图定制 品质优,实验台,1050.00元/米,江苏康大医疗科技有限公司,,百度爱采购,2026-01-17 16:42:17
垚鑫科技 实验台 科研院校 工厂 专用 实验室检测必备,实验台,5000.00元/米,青岛垚鑫智能科技有限公司,,百度爱采购,2026-01-17 16:42:18
卧式推力滑动轴承实验台 双跨弹性支撑滑 动轴承实 验台,实验台,100.00元/台,山东鑫澳机械有限公司,,百度爱采购,2026-01-17 16:42:18
钢木实验台 全钢边台操作台 实验中央台通风柜,实验台,550.00元/米,山东山泰重工机械有限公司,,百度爱采购,2026-01-17 16:42:18
教师演示台学生实验台理化生实验室中央台钢木实 验台供应厂家,实验台,780.00元/米,广州科东实验室设计有限公司,,百度爱采购,2026-01-17 16:42:19
实验室设备厂家 全钢实验台 高质量 试验台高校专用 海森特,实验台,500.00元/米,河北海森特实验室设备有限公司,,百度爱采购,2026-01-17 16:42:19
A6实验台 全自动多功能综合测试台 气密性测试设备,实验台,1000.00元/台,天津市特斯达食品机械科技有限公司,,百度爱采购,2026-01-17 16:42:20
实验台厂家 一站式设计定制安装 选材优质 工艺先进,实验台,500.00元/米,北京蔚蓝新实验室科技有限公司,,百度爱采购,2026-01-17 16:42:20
理化教学不锈钢实验台 用于化工行业 承重度高 诚信服务 一研精密,实验台,5000.00元/台,常州一研精密科技有限公司,,百度爱采购,2026-01-17 16:42:21
PVFE实验室实验台 生物检测机构 耐酸碱腐蚀 源头厂家 支持定制,实验台,2200.00元/米,河南省硕科实业有限公司,,百度爱采购,2026-01-17 16:42:21
圣睿钢木实验台 科研院校适用 多年质保全国发货,实验台,220.00元/米,宁波圣睿智能科技有限公司,,百度爱采购,2026-01-17 16:42:22
全钢实验台厂家 实验室中央操作台工作台 材质可选 免费设计 中南净化,实验台,470.00元/米,苏州中南净化技术有限公司,,百度爱采购,2026-01-17 16:42:22
玻璃结晶皿平底耐高温60 90 100 125 150 180mm 实验器皿具嘴圆皿,实验器皿,10.00元/个,河南沃林仪器设备有限公司,,百度爱采购,2026-01-17 16:46:23
熔融一体石英带盖固体样品槽高精度不开胶实验器皿比色皿厂家定制,实验器皿,960.00元/个,宜兴市晶科光学仪器有限公司,,百度爱采购,2026-01-17 16:46:24
俊英石 四通光螺口比色皿 熔融一体实验器皿 支持定制,实验器皿,150.00元/个,宜兴市俊英石玻璃仪器有限公司,,百度爱采购,2026-01-17 16:46:25
螺纹铝套流动池 光程实验器皿 生化流动器 厂家定制,实验器皿,400.00元/个,宜兴市新屹仪器有限公司,,百度爱采购,2026-01-17 16:46:25
芯硅谷 高硼硅玻璃 具挂钩的圆底烧瓶 单口 实验器皿耐热耐腐蚀 R3145,实验器皿,57.00元/个,上海阿拉丁生化科技股份有限公司,,百度爱采购,2026-01-17 16:46:26
鸿昊 PP实验台厂商 设备生产厂家 抗重抗冲击 放置玻璃实验器皿,实验器皿,600.00元/台,重庆鸿昊实验室设备有限公司,,百度爱采购,2026-01-17 16:46:26
labcopeLC-21012细胞培养皿无菌直径35 60 100 150mm实验器皿,实验器皿,面议/箱,上海臻诺生物科技有限公司,,百度爱采购,2026-01-17 16:46:27
华科 pp药品柜酸碱样品器皿柜 实验室化学品安全柜 多种规格免费定制,实验器皿,280.00元/台,河北华科实验设备有限公司,,百度爱采购,2026-01-17 16:46:27
广胜 承重强 药 品安全器皿使用 化学品储存PP柜 实验室液体存放,实验器皿,2080.00元/台,广胜科技无锡有限公司,,百度爱采购,2026-01-17 16:46:28
定制PP试剂柜 实验室化学防腐蚀四门器皿药品柜 资质齐全,实验器皿,560.00元/台,河北杰信实验设备有限公司,,百度爱采购,2026-01-17 16:46:29
LUMI PP药品柜实验室试剂柜 化验室器皿柜比较耐酸碱,实验器皿,1500.00元/台,广州禄米实验室设备科技有限公司,,百度爱采购,2026-01-17 16:46:29
如卡本净化科技实验室器皿柜 试剂柜 全钢药品柜 试验仪器柜,实验器皿,800.00元/台,苏州如卡本环保科技有限公司,,百度爱采购,2026-01-17 16:46:30
【双久】PP柜耐酸碱实验柜供应实验室仪器柜器皿柜批发,实验器皿,420.00元/件,杭州双久金属科技有限公司,,百度爱采购,2026-01-17 16:46:30
pp试剂柜 实验室器皿柜 盐酸硝酸硫酸药品柜 耐酸化验室家具厂家批发,实验器皿,1305.00元/个,广州科东实验室设计有限公司,,百度爱采购,2026-01-17 16:46:31
全钢器皿柜 实验室药品柜 化学试剂柜 无缝焊接,实验器皿,1100.00元/台,河北海森特实验室设备有限公司,,百度爱采购,2026-01-17 16:46:31
赛科赛斯模块化实验台器皿柜 抽屉式设计精工细作,实验器皿,820.00元/套,成都赛科赛斯实验室设备有限公司,,百度爱采购,2026-01-17 16:46:32
实验室器皿 100L 控温精准安全试验 双层反应釜 央迈科技,实验器皿,1650.00元/套,合肥央迈科技仪器有限公司,,百度爱采购,2026-01-17 16:46:32
实验室全木药品柜化验专用样品柜试剂柜器皿柜,实验器皿,980.00元/件,瀚美瑞实验室系统设备（苏州）有限公司,,百度爱采购,2026-01-17 16:46:33
【东英实验】定制 实验室化学药品柜 耐腐蚀PP器皿柜,实验器皿,1200.00元/件,江苏东英实验设备有限公司,,百度爱采购,2026-01-17 16:46:37
韦斯 三氯化氮采样装置 实验室器皿 盐酸分离装置,实验器皿,5000.00元/台,安徽韦斯实验设备有限公司,,百度爱采购,2026-01-17 16:46:38
惠达仪器 不锈钢坩埚夹 转移高温容器实验室加持器具专用,实验器皿,200.00元/件,天津市惠达实验仪器有限公司,,百度爱采购,2026-01-17 16:46:38
实验室化学试剂柜 样品化验室仪器柜 鑫恒锐 全钢器皿柜,实验器皿,800.00元/台,无锡市鑫恒锐实验设备有限公司,,百度爱采购,2026-01-17 16:46:39
禄米 实验室化验室试剂柜 全钢器皿柜药品柜 实验设备,实验器皿,1400.00元/台,广州禄米实验室设备科技有限公司,,百度爱采购,2026-01-17 16:46:40
PP器皿柜 制药业化学实验室专用 耐强酸碱腐蚀,实验器皿,70.00元/台,山东业创实验设备有限公司,,百度爱采购,2026-01-17 16:46:40
医院PP药品柜 化学化工试剂柜 实验室器皿柜,实验器皿,1300.00元,山东龙煤工矿机械集团有限公司,,百度爱采购,2026-01-17 16:46:41
垚鑫科技 实验室通风柜 器皿柜 试剂柜 支持定制,实验器皿,2900.00元/个,青岛垚鑫实验室科技有限公司,,百度爱采购,2026-01-17 16:46:42
博森 实验室器皿 小型金属浴 体积小，重量轻，便于移动和携带 201006,实验器皿,5800.00元/台,上海木辰生物科技有限公司,,百度爱采购,2026-01-17 16:46:43
梓图 PP样品柜 化学实验品防腐蚀器皿柜 耐酸碱实验室试剂柜定制,实验器皿,900.00元/台,苏州梓图实验室科技有限公司,,百度爱采购,2026-01-17 16:46:43
PP试剂柜 实验室样品柜药品柜器皿柜 多种规格支持定制,实验器皿,1200.00元/台,郑州诚志实验室装备工程技术有限公司,,百度爱采购,2026-01-17 16:46:43
实验室钢制器皿柜 化学实验台试剂柜 安装便捷 稳定性好,实验器皿,1700.00元/台,广州福兴实验室设备科技有限公司,,百度爱采购,2026-01-17 16:46:44
WOL 洁净实验台生产定制 实验室专用设备 高端 品质,实验室专用设备,1200.00元/平方米,广州沃霖实验室设备有限公司,,百度爱采购,2026-01-17 16:41:32
变风量文丘里阀 实验室专用设备 新景sunking源头生产厂家,实验室专用设备,8888.00元/套,深圳市新景环境技术有限公司,,百度爱采购,2026-01-17 16:41:33
领峰K12物理仪器柜A款 高中物理准备室实验室专用设备,实验室专用设备,3666.00元/个,上海领峰实业有限公司,,百度爱采购,2026-01-17 16:41:34
巴跃BA-DCY12G型氮吹仪 实验室专用设备 吹扫捕集,实验室专用设备,1.50万/台,长沙巴跃仪器有限公司,,百度爱采购,2026-01-17 16:41:35
各种类型实验台 不同材质实验室设备定制生产 实验室专用设备 尚嘉,实验室专用设备,350.00元/米,郑州尚嘉实验室装备有限公司,,百度爱采购,2026-01-17 16:41:35
定制实验台实验室专用设备多种规格型号可选满足需求,实验室专用设备,500.00元/平方米,山东鑫广实验设备科技有限公司,,百度爱采购,2026-01-17 16:41:36
实验室专用设备厂家直销 钢木实验台工作台 学校实验室操作台,实验室专用设备,680.00元,广东新魅实验室科技有限公司,,百度爱采购,2026-01-17 16:41:37
钢木实验台全钢试验边台中央操作台化学实验室 专用设备,实验室专用设备,800.00元/米,河北鸿皆实验室仪器科技有限公司,,百度爱采购,2026-01-17 16:41:37
垚鑫科技 实验室专用 通风柜 耐酸碱通风设备 数字显示设备,实验室专用设备,9800.00元/台,青岛垚鑫智能科技有限公司,,百度爱采购,2026-01-17 16:41:38
全钢通风柜 化学实验室专用排风设备 高效排风,实验室专用设备,330.00元/台,瀚美瑞实验室系统设备（苏州）有限公司,,百度爱采购,2026-01-17 16:41:39
通风橱柜 疾控中心实验室通风柜 化验室专用通风设备 业创,实验室专用设备,146.00元/台,山东业创实验设备有限公司,,百度爱采购,2026-01-17 16:41:39
厂家生产 实验室整体通风设备 PP通风柜 检测专用 规格尺寸可定制,实验室专用设备,3500.00元/台,东莞贺利士实验室工程有限公司,,百度爱采购,2026-01-17 16:41:39
智卓优创通风柜 实验室专用 支持定制排风设备,实验室专用设备,4000.00元/台,河南智卓优创实验室系统工程有限公司,,百度爱采购,2026-01-17 16:41:40
通风实验室设备 实验室建设规划方案书 实验室专用通风设备,实验室专用设备,5000.00元/台,深圳市金宝来科技有限公司,,百度爱采购,2026-01-17 16:41:40
全钢通风柜实验室家具排气设备专用排风化学抽风柜耐强酸碱通风橱,实验室专用设备,560.00元/米,深圳市联合实验室工程装备有限公司,,百度爱采购,2026-01-17 16:41:41
中央边台实验室设备厂家 技术支持 支持 大学院校专用 定制加工,实验室专用设备,1200.00元/平方米,正定县鸿佳实验室装备销售有限公司,,百度爱采购,2026-01-17 16:41:41
1-74微米实验室专用涡轮气流分选分级机 高精设备,实验室专用设备,10.00万/台,四川巨子粉体设备有限公司,,百度爱采购,2026-01-17 16:41:42
实验室专用污水处理设备 中小型检验科废水处理器 自动化 杰鲁特,实验室专用设备,1.00万/台,山东杰鲁特环保科技有限公司,,百度爱采购,2026-01-17 16:41:42
纯气与气路系统 实验室专用 供气安全可靠 设备先进,实验室专用设备,1.89万/件,广州双恒实验室科技有限公司,,百度爱采购,2026-01-17 16:41:43
欧嘉实验室落地式通风柜 实验室专用排风设备 全钢结构,实验室专用设备,100.00元/平方米,北京欧嘉实验室设备有限公司,,百度爱采购,2026-01-17 16:41:43
福兴品牌实验室专用家具 落地式净化工程设备组合,实验室专用设备,950.00元/米,广州福兴实验室设备科技有限公司,,百度爱采购,2026-01-17 16:41:43
伟琴DRB-3.6KW电热板 实验室专用加热设备 220V功率30,实验室专用设备,2600.00元/台,鹤壁市伟琴仪器仪表有限公司,,百度爱采购,2026-01-17 16:41:44
湖南锡海实验室家具设备定制 PCR实验室专用边台,实验室专用设备,850.00元/件,广州锡海净化科技有限公司,,百度爱采购,2026-01-17 16:41:44
大型实验室专用乳化机 高剪切乳化罐 酸奶加工专用均质乳化设备,实验室专用设备,7800.00元/台,山东澳华机械制造有限公司,,百度爱采购,2026-01-17 16:41:45
学校物理试验台 全钢中央操作台 实验室专用设备,实验室专用设备,1000.00元/台,天津盛泰瑞科技有限公司,,百度爱采购,2026-01-17 16:41:45
学校实验室专用去离子纯化水设备双级反渗透+EDI超纯水系统,实验室专用设备,4720.00元/台,品誉机械（济宁）有限公司,,百度爱采购,2026-01-17 16:41:46
化学实验室专用污水处理设备 | 高浓度废水降解 + 达标排放 厂家供应,实验室专用设备,2.15万/台,山东锋澜科环保设备有限公司,,百度爱采购,2026-01-17 16:41:46
博洋定制 化验室污水灭活设备 诊所专用小型实验室污水处理装置,实验室专用设备,8600.00元/台,山东博洋环保水处理设备有限公司,,百度爱采购,2026-01-17 16:41:47
15T单级反渗透设备 实验室制药厂专用 预处理+RO膜 可上门调试 崇源,实验室专用设备,9900.00元/套,山东崇源环保科技有限公司,,百度爱采购,2026-01-17 16:41:47
实验室专用超纯水设备 RO+EDI双净化 水质稳定供应 金碧源售后完善,实验室专用设备,2.60万/台,苏州金碧源环保设备有限公司,,百度爱采购,2026-01-17 16:41:48
阳瑞理学SmartLab-u系列灰白实验室仪器 26℃工作温度匠心之作,实验室仪器,10.00亿/台,广州阳瑞仪器科技有限公司,,百度爱采购,2026-01-17 16:42:31
同广TG中小城镇饮用水处理实验设备-环境工程高校实验室教学仪器,实验室仪器,1000.00元/台,上海同广科教仪器有限公司,,百度爱采购,2026-01-17 16:42:32
Stemcell磁力架 进口平替碳环智造5ml磁力仪器 细胞分选强磁磁力 架,实验室仪器,2400.00元/套,碳环智造（深圳）科技有限公司,,百度爱采购,2026-01-17 16:42:33
低频高阻尼隔振平台|精密仪器|实验室/半导体设备专用光学平台,实验室仪器,3100.00元/台,贝尔金减振设备制造（深圳）有限公司,,百度爱采购,2026-01-17 16:42:34
全自动微波消解仪 实验室高通量微波消解仪器 蓝景LJ-WB4,实验室仪器,100.00元/台,山东蓝景电子科技有限公司,,百度爱采购,2026-01-17 16:42:35
